"","Provincia","Año_Trimestre","Transacciones"
"2571","Ciudad Real"," 2008_1º","2289"
"2572","Ciudad Real"," 2008_2º","2374"
"2573","Ciudad Real"," 2008_3º","2106"
"2574","Ciudad Real"," 2008_4º","1653"
"2575","Cuenca"," 2009_1º","557"
"2576","Cuenca"," 2009_2º","632"
"2577","Cuenca"," 2009_3º","606"
"2578","Cuenca"," 2009_4º","591"
"2579","Cuenca"," 2010_1º","415"
"2580","Cuenca"," 2010_2º","546"
"2581","Cuenca"," 2010_3º","357"
"2582","Cuenca"," 2010_4º","572"
"2583","Cuenca"," 2011_1º","245"
"2584","Cuenca"," 2011_2º","307"
"2585","Cuenca"," 2011_3º","231"
"2586","Cuenca"," 2011_4º","594"
"2587","Cuenca"," 2012_1º","369"
"2588","Cuenca"," 2012_2º","357"
"2589","Cuenca"," 2012_3º","305"
"2590","Cuenca"," 2012_4º","771"
"2591","Cuenca"," 2013_1º","232"
"2592","Cuenca"," 2013_2º","267"
"2593","Cuenca"," 2013_3º","292"
"2594","Cuenca"," 2013_4º","262"
"2595","Cuenca"," 2014_1º","286"
"2596","Cuenca"," 2014_2º","315"
"2597","Cuenca"," 2014_3º","262"
"2598","Cuenca"," 2014_4º","371"
"2599","Cuenca"," 2015_1º","271"
"2600","Cuenca"," 2015_2º","322"
"2601","Cuenca"," 2015_3º","283"
"2602","Cuenca"," 2015_4º","343"
"2603","Cuenca"," 2016_1º","312"
"2604","Cuenca"," 2016_2º","368"
"2605","Cuenca"," 2016_3º","296"
"2606","Cuenca"," 2016_4º","398"
"2607","Cuenca"," 2017_1º","422"
"2608","Cuenca"," 2017_2º","470"
"2609","Cuenca"," 2017_3º","477"
"2610","Cuenca"," 2017_4º","475"
"2611","Cuenca"," 2018_1º","419"
"2612","Cuenca"," 2018_2º","503"
"2613","Cuenca"," 2018_3º","427"
"2614","Cuenca"," 2018_4º","557"
"2615","Cuenca"," 2019_1º","448"
"2616","Cuenca"," 2019_2º","453"
"2617","Cuenca"," 2019_3º","437"
"2618","Cuenca"," 2019_4º","576"
"2619","Cuenca"," 2020_1º","348"
"2620","Cuenca"," 2020_2º","211"
"2621","Cuenca"," 2020_3º","552"
"2622","Cuenca"," 2020_4º","640"
"2623","Cuenca"," 2021_1º","486"
"2624","Cuenca"," 2021_2º","671"
"2625","Cuenca"," 2021_3º","614"
"2626","Cuenca"," 2021_4º","756"
"2627","Cuenca"," 2022_1º","582"
"2628","Cuenca"," 2022_2º","672"
"2629","Cuenca"," 2022_3º","581"
"2630","Cuenca"," 2022_4º","655"
"2631","Cuenca"," 2023_1º","609"
"2632","Cuenca"," 2023_2 (**)","576"
"2633","Cuenca"," 2004_1º","512"
"2634","Cuenca"," 2004_2º","519"
"2635","Cuenca"," 2004_3º","718"
"2636","Cuenca"," 2004_4º","793"
"2637","Cuenca"," 2005_1º","674"
"2638","Cuenca"," 2005_2º","827"
"2639","Cuenca"," 2005_3º","882"
"2640","Cuenca"," 2005_4º","976"
"2641","Cuenca"," 2006_1º","645"
"2642","Cuenca"," 2006_2º","691"
"2643","Cuenca"," 2006_3º","989"
"2644","Cuenca"," 2006_4º","1643"
"2645","Cuenca"," 2007_1º","845"
"2646","Cuenca"," 2007_2º","1053"
"2647","Cuenca"," 2007_3º","915"
"2648","Cuenca"," 2007_4º","1596"
"2649","Cuenca"," 2008_1º","885"
"2650","Cuenca"," 2008_2º","718"
"2651","Cuenca"," 2008_3º","599"
"2652","Cuenca"," 2008_4º","641"
"2653","Guadalajara"," 2009_1º","938"
"2654","Guadalajara"," 2009_2º","1221"
"2655","Guadalajara"," 2009_3º","864"
"2656","Guadalajara"," 2009_4º","1013"
"2657","Guadalajara"," 2010_1º","679"
"2658","Guadalajara"," 2010_2º","992"
"2659","Guadalajara"," 2010_3º","679"
"2660","Guadalajara"," 2010_4º","1604"
"2661","Guadalajara"," 2011_1º","639"
"2662","Guadalajara"," 2011_2º","733"
"2663","Guadalajara"," 2011_3º","575"
"2664","Guadalajara"," 2011_4º","1044"
"2665","Guadalajara"," 2012_1º","539"
"2666","Guadalajara"," 2012_2º","626"
"2667","Guadalajara"," 2012_3º","517"
"2668","Guadalajara"," 2012_4º","832"
"2669","Guadalajara"," 2013_1º","426"
"2670","Guadalajara"," 2013_2º","547"
"2671","Guadalajara"," 2013_3º","430"
"2672","Guadalajara"," 2013_4º","632"
"2673","Guadalajara"," 2014_1º","828"
"2674","Guadalajara"," 2014_2º","662"
"2675","Guadalajara"," 2014_3º","561"
"2676","Guadalajara"," 2014_4º","756"
"2677","Guadalajara"," 2015_1º","555"
"2678","Guadalajara"," 2015_2º","727"
"2679","Guadalajara"," 2015_3º","590"
"2680","Guadalajara"," 2015_4º","725"
"2681","Guadalajara"," 2016_1º","637"
"2682","Guadalajara"," 2016_2º","765"
"2683","Guadalajara"," 2016_3º","594"
"2684","Guadalajara"," 2016_4º","954"
"2685","Guadalajara"," 2017_1º","735"
"2686","Guadalajara"," 2017_2º","915"
"2687","Guadalajara"," 2017_3º","745"
"2688","Guadalajara"," 2017_4º","1007"
"2689","Guadalajara"," 2018_1º","824"
"2690","Guadalajara"," 2018_2º","1171"
"2691","Guadalajara"," 2018_3º","909"
"2692","Guadalajara"," 2018_4º","1196"
"2693","Guadalajara"," 2019_1º","898"
"2694","Guadalajara"," 2019_2º","995"
"2695","Guadalajara"," 2019_3º","875"
"2696","Guadalajara"," 2019_4º","1289"
"2697","Guadalajara"," 2020_1º","918"
"2698","Guadalajara"," 2020_2º","518"
"2699","Guadalajara"," 2020_3º","1076"
"2700","Guadalajara"," 2020_4º","1449"
"2701","Guadalajara"," 2021_1º","1028"
"2702","Guadalajara"," 2021_2º","1396"
"2703","Guadalajara"," 2021_3º","1183"
"2704","Guadalajara"," 2021_4º","1822"
"2705","Guadalajara"," 2022_1º","1163"
"2706","Guadalajara"," 2022_2º","1388"
"2707","Guadalajara"," 2022_3º","1094"
"2708","Guadalajara"," 2022_4º","1221"
"2709","Guadalajara"," 2023_1º","1104"
"2710","Guadalajara"," 2023_2 (**)","1294"
"2711","Guadalajara"," 2004_1º","1385"
"2712","Guadalajara"," 2004_2º","1630"
"2713","Guadalajara"," 2004_3º","1425"
"2714","Guadalajara"," 2004_4º","1999"
"2715","Guadalajara"," 2005_1º","1585"
"2716","Guadalajara"," 2005_2º","2215"
"2717","Guadalajara"," 2005_3º","1863"
"2718","Guadalajara"," 2005_4º","2233"
"2719","Guadalajara"," 2006_1º","1723"
"2720","Guadalajara"," 2006_2º","2012"
"2721","Guadalajara"," 2006_3º","1754"
"2722","Guadalajara"," 2006_4º","2152"
"2723","Guadalajara"," 2007_1º","1586"
"2724","Guadalajara"," 2007_2º","1527"
"2725","Guadalajara"," 2007_3º","1516"
"2726","Guadalajara"," 2007_4º","1830"
"2727","Guadalajara"," 2008_1º","1554"
"2728","Guadalajara"," 2008_2º","1618"
"2729","Guadalajara"," 2008_3º","847"
"2730","Guadalajara"," 2008_4º","1136"
"2731","Toledo"," 2009_1º","2163"
"2732","Toledo"," 2009_2º","1879"
"2733","Toledo"," 2009_3º","1829"
"2734","Toledo"," 2009_4º","2184"
"2735","Toledo"," 2010_1º","1823"
"2736","Toledo"," 2010_2º","2812"
"2737","Toledo"," 2010_3º","1284"
"2738","Toledo"," 2010_4º","2364"
"2739","Toledo"," 2011_1º","1289"
"2740","Toledo"," 2011_2º","1948"
"2741","Toledo"," 2011_3º","1226"
"2742","Toledo"," 2011_4º","2272"
"2743","Toledo"," 2012_1º","1414"
"2744","Toledo"," 2012_2º","2310"
"2745","Toledo"," 2012_3º","1546"
"2746","Toledo"," 2012_4º","2658"
"2747","Toledo"," 2013_1º","988"
"2748","Toledo"," 2013_2º","1324"
"2749","Toledo"," 2013_3º","1046"
"2750","Toledo"," 2013_4º","1416"
"2751","Toledo"," 2014_1º","1128"
"2752","Toledo"," 2014_2º","1201"
"2753","Toledo"," 2014_3º","1217"
"2754","Toledo"," 2014_4º","1434"
"2755","Toledo"," 2015_1º","1209"
"2756","Toledo"," 2015_2º","1310"
"2757","Toledo"," 2015_3º","1272"
"2758","Toledo"," 2015_4º","1537"
"2759","Toledo"," 2016_1º","1368"
"2760","Toledo"," 2016_2º","1695"
"2761","Toledo"," 2016_3º","1481"
"2762","Toledo"," 2016_4º","1858"
"2763","Toledo"," 2017_1º","2074"
"2764","Toledo"," 2017_2º","2200"
"2765","Toledo"," 2017_3º","1658"
"2766","Toledo"," 2017_4º","2522"
"2767","Toledo"," 2018_1º","2214"
"2768","Toledo"," 2018_2º","2687"
"2769","Toledo"," 2018_3º","2288"
"2770","Toledo"," 2018_4º","2890"
"2771","Toledo"," 2019_1º","2507"
"2772","Toledo"," 2019_2º","2649"
"2773","Toledo"," 2019_3º","2054"
"2774","Toledo"," 2019_4º","2648"
"2775","Toledo"," 2020_1º","1836"
"2776","Toledo"," 2020_2º","1316"
"2777","Toledo"," 2020_3º","2495"
"2778","Toledo"," 2020_4º","2783"
"2779","Toledo"," 2021_1º","2331"
"2780","Toledo"," 2021_2º","3296"
"2781","Toledo"," 2021_3º","2820"
"2782","Toledo"," 2021_4º","3527"
"2783","Toledo"," 2022_1º","3322"
"2784","Toledo"," 2022_2º","3409"
"2785","Toledo"," 2022_3º","2677"
"2786","Toledo"," 2022_4º","3029"
"2787","Toledo"," 2023_1º","2748"
"2788","Toledo"," 2023_2 (**)","3257"
"2789","Toledo"," 2004_1º","2872"
"2790","Toledo"," 2004_2º","3156"
"2791","Toledo"," 2004_3º","2780"
"2792","Toledo"," 2004_4º","3281"
"2793","Toledo"," 2005_1º","2995"
"2794","Toledo"," 2005_2º","3486"
"2795","Toledo"," 2005_3º","3343"
"2796","Toledo"," 2005_4º","3377"
"2797","Toledo"," 2006_1º","3438"
"2798","Toledo"," 2006_2º","3501"
"2799","Toledo"," 2006_3º","3787"
"2800","Toledo"," 2006_4º","4167"
"2801","Toledo"," 2007_1º","4014"
"2802","Toledo"," 2007_2º","3186"
"2803","Toledo"," 2007_3º","4349"
"2804","Toledo"," 2007_4º","5673"
"2805","Toledo"," 2008_1º","4755"
"2806","Toledo"," 2008_2º","3490"
"2807","Toledo"," 2008_3º","2686"
"2808","Toledo"," 2008_4º","3065"
"2809","Cataluña"," 2009_1º","12196"
"2810","Cataluña"," 2009_2º","13961"
"2811","Cataluña"," 2009_3º","12438"
"2812","Cataluña"," 2009_4º","16997"
"2813","Cataluña"," 2010_1º","13601"
"2814","Cataluña"," 2010_2º","20065"
"2815","Cataluña"," 2010_3º","9682"
"2816","Cataluña"," 2010_4º","20983"
"2817","Cataluña"," 2011_1º","8923"
"2818","Cataluña"," 2011_2º","11705"
"2819","Cataluña"," 2011_3º","10289"
"2820","Cataluña"," 2011_4º","13988"
"2821","Cataluña"," 2012_1º","9745"
"2822","Cataluña"," 2012_2º","11675"
"2823","Cataluña"," 2012_3º","10579"
"2824","Cataluña"," 2012_4º","17323"
"2825","Cataluña"," 2013_1º","8128"
"2826","Cataluña"," 2013_2º","12580"
"2827","Cataluña"," 2013_3º","10964"
"2828","Cataluña"," 2013_4º","12868"
"2829","Cataluña"," 2014_1º","11837"
"2830","Cataluña"," 2014_2º","14059"
"2831","Cataluña"," 2014_3º","11898"
"2832","Cataluña"," 2014_4º","17154"
"2833","Cataluña"," 2015_1º","12917"
"2834","Cataluña"," 2015_2º","16387"
"2835","Cataluña"," 2015_3º","14334"
"2836","Cataluña"," 2015_4º","17470"
"2837","Cataluña"," 2016_1º","16300"
"2838","Cataluña"," 2016_2º","20440"
"2839","Cataluña"," 2016_3º","17289"
"2840","Cataluña"," 2016_4º","21123"
"2841","Cataluña"," 2017_1º","20407"
"2842","Cataluña"," 2017_2º","24130"
"2843","Cataluña"," 2017_3º","19223"
"2844","Cataluña"," 2017_4º","21807"
"2845","Cataluña"," 2018_1º","20668"
"2846","Cataluña"," 2018_2º","24821"
"2847","Cataluña"," 2018_3º","20151"
"2848","Cataluña"," 2018_4º","24045"
"2849","Cataluña"," 2019_1º","21489"
"2850","Cataluña"," 2019_2º","23476"
"2851","Cataluña"," 2019_3º","19905"
"2852","Cataluña"," 2019_4º","24367"
"2853","Cataluña"," 2020_1º","17718"
"2854","Cataluña"," 2020_2º","12966"
"2855","Cataluña"," 2020_3º","18873"
"2856","Cataluña"," 2020_4º","25080"
"2857","Cataluña"," 2021_1º","22666"
"2858","Cataluña"," 2021_2º","27465"
"2859","Cataluña"," 2021_3º","24965"
"2860","Cataluña"," 2021_4º","29054"
"2861","Cataluña"," 2022_1º","26406"
"2862","Cataluña"," 2022_2º","31205"
"2863","Cataluña"," 2022_3º","26291"
"2864","Cataluña"," 2022_4º","26388"
"2865","Cataluña"," 2023_1º","23614"
"2866","Cataluña"," 2023_2 (**)","25910"
"2867","Cataluña"," 2004_1º","28444"
"2868","Cataluña"," 2004_2º","36432"
"2869","Cataluña"," 2004_3º","32149"
"2870","Cataluña"," 2004_4º","39345"
"2871","Cataluña"," 2005_1º","36847"
"2872","Cataluña"," 2005_2º","44386"
"2873","Cataluña"," 2005_3º","37212"
"2874","Cataluña"," 2005_4º","44400"
"2875","Cataluña"," 2006_1º","42298"
"2876","Cataluña"," 2006_2º","43948"
"2877","Cataluña"," 2006_3º","34560"
"2878","Cataluña"," 2006_4º","39480"
"2879","Cataluña"," 2007_1º","34393"
"2880","Cataluña"," 2007_2º","31693"
"2881","Cataluña"," 2007_3º","22039"
"2882","Cataluña"," 2007_4º","23317"
"2883","Cataluña"," 2008_1º","18138"
"2884","Cataluña"," 2008_2º","16665"
"2885","Cataluña"," 2008_3º","12648"
"2886","Cataluña"," 2008_4º","13470"
"2887","Barcelona"," 2009_1º","7657"
"2888","Barcelona"," 2009_2º","8767"
"2889","Barcelona"," 2009_3º","7670"
"2890","Barcelona"," 2009_4º","10714"
"2891","Barcelona"," 2010_1º","8883"
"2892","Barcelona"," 2010_2º","13276"
"2893","Barcelona"," 2010_3º","6383"
"2894","Barcelona"," 2010_4º","14333"
"2895","Barcelona"," 2011_1º","5462"
"2896","Barcelona"," 2011_2º","7401"
"2897","Barcelona"," 2011_3º","6388"
"2898","Barcelona"," 2011_4º","8590"
"2899","Barcelona"," 2012_1º","6280"
"2900","Barcelona"," 2012_2º","7437"
"2901","Barcelona"," 2012_3º","6251"
"2902","Barcelona"," 2012_4º","10861"
"2903","Barcelona"," 2013_1º","4948"
"2904","Barcelona"," 2013_2º","7675"
"2905","Barcelona"," 2013_3º","6916"
"2906","Barcelona"," 2013_4º","8052"
"2907","Barcelona"," 2014_1º","7970"
"2908","Barcelona"," 2014_2º","9247"
"2909","Barcelona"," 2014_3º","7790"
"2910","Barcelona"," 2014_4º","11389"
"2911","Barcelona"," 2015_1º","9003"
"2912","Barcelona"," 2015_2º","11046"
"2913","Barcelona"," 2015_3º","9614"
"2914","Barcelona"," 2015_4º","11679"
"2915","Barcelona"," 2016_1º","11468"
"2916","Barcelona"," 2016_2º","14158"
"2917","Barcelona"," 2016_3º","11873"
"2918","Barcelona"," 2016_4º","14316"
"2919","Barcelona"," 2017_1º","14345"
"2920","Barcelona"," 2017_2º","16832"
"2921","Barcelona"," 2017_3º","13109"
"2922","Barcelona"," 2017_4º","14760"
"2923","Barcelona"," 2018_1º","14129"
"2924","Barcelona"," 2018_2º","16912"
"2925","Barcelona"," 2018_3º","13492"
"2926","Barcelona"," 2018_4º","16300"
"2927","Barcelona"," 2019_1º","14649"
"2928","Barcelona"," 2019_2º","15411"
"2929","Barcelona"," 2019_3º","13378"
"2930","Barcelona"," 2019_4º","16116"
"2931","Barcelona"," 2020_1º","11988"
"2932","Barcelona"," 2020_2º","9091"
"2933","Barcelona"," 2020_3º","11790"
"2934","Barcelona"," 2020_4º","15963"
"2935","Barcelona"," 2021_1º","15008"
"2936","Barcelona"," 2021_2º","18006"
"2937","Barcelona"," 2021_3º","15672"
"2938","Barcelona"," 2021_4º","18544"
"2939","Barcelona"," 2022_1º","17185"
"2940","Barcelona"," 2022_2º","20134"
"2941","Barcelona"," 2022_3º","16616"
"2942","Barcelona"," 2022_4º","16839"
"2943","Barcelona"," 2023_1º","15103"
"2944","Barcelona"," 2023_2 (**)","16243"
"2945","Barcelona"," 2004_1º","19801"
"2946","Barcelona"," 2004_2º","23937"
"2947","Barcelona"," 2004_3º","20895"
"2948","Barcelona"," 2004_4º","25973"
"2949","Barcelona"," 2005_1º","23967"
"2950","Barcelona"," 2005_2º","28812"
"2951","Barcelona"," 2005_3º","22449"
"2952","Barcelona"," 2005_4º","27883"
"2953","Barcelona"," 2006_1º","26727"
"2954","Barcelona"," 2006_2º","26889"
"2955","Barcelona"," 2006_3º","19646"
"2956","Barcelona"," 2006_4º","23565"
"2957","Barcelona"," 2007_1º","21651"
"2958","Barcelona"," 2007_2º","18738"
"2959","Barcelona"," 2007_3º","12317"
"2960","Barcelona"," 2007_4º","13650"
"2961","Barcelona"," 2008_1º","10746"
"2962","Barcelona"," 2008_2º","9826"
"2963","Barcelona"," 2008_3º","7634"
"2964","Barcelona"," 2008_4º","8223"
"2965","Girona"," 2009_1º","1728"
"2966","Girona"," 2009_2º","1982"
"2967","Girona"," 2009_3º","1771"
"2968","Girona"," 2009_4º","2581"
"2969","Girona"," 2010_1º","2002"
"2970","Girona"," 2010_2º","2675"
"2971","Girona"," 2010_3º","1254"
"2972","Girona"," 2010_4º","2526"
"2973","Girona"," 2011_1º","1373"
"2974","Girona"," 2011_2º","1807"
"2975","Girona"," 2011_3º","1747"
"2976","Girona"," 2011_4º","2034"
"2977","Girona"," 2012_1º","1529"
"2978","Girona"," 2012_2º","1613"
"2979","Girona"," 2012_3º","1848"
"2980","Girona"," 2012_4º","2648"
"2981","Girona"," 2013_1º","1286"
"2982","Girona"," 2013_2º","2075"
"2983","Girona"," 2013_3º","1821"
"2984","Girona"," 2013_4º","2054"
"2985","Girona"," 2014_1º","1723"
"2986","Girona"," 2014_2º","2135"
"2987","Girona"," 2014_3º","1769"
"2988","Girona"," 2014_4º","2427"
"2989","Girona"," 2015_1º","1634"
"2990","Girona"," 2015_2º","2161"
"2991","Girona"," 2015_3º","2015"
"2992","Girona"," 2015_4º","2572"
"2993","Girona"," 2016_1º","2058"
"2994","Girona"," 2016_2º","2651"
"2995","Girona"," 2016_3º","2259"
"2996","Girona"," 2016_4º","2827"
"2997","Girona"," 2017_1º","2682"
"2998","Girona"," 2017_2º","3141"
"2999","Girona"," 2017_3º","2586"
"3000","Girona"," 2017_4º","2904"
"3001","Girona"," 2018_1º","2681"
"3002","Girona"," 2018_2º","3168"
"3003","Girona"," 2018_3º","2691"
"3004","Girona"," 2018_4º","3103"
"3005","Girona"," 2019_1º","2953"
"3006","Girona"," 2019_2º","3191"
"3007","Girona"," 2019_3º","2761"
"3008","Girona"," 2019_4º","3348"
"3009","Girona"," 2020_1º","2402"
"3010","Girona"," 2020_2º","1511"
"3011","Girona"," 2020_3º","2877"
"3012","Girona"," 2020_4º","3494"
"3013","Girona"," 2021_1º","2872"
"3014","Girona"," 2021_2º","3659"
"3015","Girona"," 2021_3º","3758"
"3016","Girona"," 2021_4º","4261"
"3017","Girona"," 2022_1º","3790"
"3018","Girona"," 2022_2º","4453"
"3019","Girona"," 2022_3º","3937"
"3020","Girona"," 2022_4º","3988"
"3021","Girona"," 2023_1º","3409"
"3022","Girona"," 2023_2 (**)","3868"
"3023","Girona"," 2004_1º","3167"
"3024","Girona"," 2004_2º","4593"
"3025","Girona"," 2004_3º","4023"
"3026","Girona"," 2004_4º","5205"
"3027","Girona"," 2005_1º","4908"
"3028","Girona"," 2005_2º","6208"
"3029","Girona"," 2005_3º","5442"
"3030","Girona"," 2005_4º","6160"
"3031","Girona"," 2006_1º","5707"
"3032","Girona"," 2006_2º","6051"
"3033","Girona"," 2006_3º","5396"
"3034","Girona"," 2006_4º","5775"
"3035","Girona"," 2007_1º","4848"
"3036","Girona"," 2007_2º","4715"
"3037","Girona"," 2007_3º","3277"
"3038","Girona"," 2007_4º","3506"
"3039","Girona"," 2008_1º","2636"
"3040","Girona"," 2008_2º","2542"
"3041","Girona"," 2008_3º","1823"
"3042","Girona"," 2008_4º","2086"
"3043","Lleida"," 2009_1º","970"
"3044","Lleida"," 2009_2º","1041"
"3045","Lleida"," 2009_3º","883"
"3046","Lleida"," 2009_4º","1158"
"3047","Lleida"," 2010_1º","731"
"3048","Lleida"," 2010_2º","1234"
"3049","Lleida"," 2010_3º","659"
"3050","Lleida"," 2010_4º","1279"
"3051","Lleida"," 2011_1º","616"
"3052","Lleida"," 2011_2º","583"
"3053","Lleida"," 2011_3º","675"
"3054","Lleida"," 2011_4º","982"
"3055","Lleida"," 2012_1º","553"
"3056","Lleida"," 2012_2º","759"
"3057","Lleida"," 2012_3º","694"
"3058","Lleida"," 2012_4º","1162"
"3059","Lleida"," 2013_1º","503"
"3060","Lleida"," 2013_2º","691"
"3061","Lleida"," 2013_3º","557"
"3062","Lleida"," 2013_4º","656"
"3063","Lleida"," 2014_1º","566"
"3064","Lleida"," 2014_2º","601"
"3065","Lleida"," 2014_3º","647"
"3066","Lleida"," 2014_4º","995"
"3067","Lleida"," 2015_1º","639"
"3068","Lleida"," 2015_2º","755"
"3069","Lleida"," 2015_3º","691"
"3070","Lleida"," 2015_4º","900"
"3071","Lleida"," 2016_1º","843"
"3072","Lleida"," 2016_2º","1030"
"3073","Lleida"," 2016_3º","792"
"3074","Lleida"," 2016_4º","970"
"3075","Lleida"," 2017_1º","922"
"3076","Lleida"," 2017_2º","1030"
"3077","Lleida"," 2017_3º","912"
"3078","Lleida"," 2017_4º","1098"
"3079","Lleida"," 2018_1º","1116"
"3080","Lleida"," 2018_2º","1232"
"3081","Lleida"," 2018_3º","1057"
"3082","Lleida"," 2018_4º","1224"
"3083","Lleida"," 2019_1º","990"
"3084","Lleida"," 2019_2º","1319"
"3085","Lleida"," 2019_3º","998"
"3086","Lleida"," 2019_4º","1386"
"3087","Lleida"," 2020_1º","914"
"3088","Lleida"," 2020_2º","655"
"3089","Lleida"," 2020_3º","1111"
"3090","Lleida"," 2020_4º","1799"
"3091","Lleida"," 2021_1º","1340"
"3092","Lleida"," 2021_2º","1468"
"3093","Lleida"," 2021_3º","1455"
"3094","Lleida"," 2021_4º","1735"
"3095","Lleida"," 2022_1º","1493"
"3096","Lleida"," 2022_2º","1673"
"3097","Lleida"," 2022_3º","1471"
"3098","Lleida"," 2022_4º","1517"
"3099","Lleida"," 2023_1º","1367"
"3100","Lleida"," 2023_2 (**)","1472"
"3101","Lleida"," 2004_1º","1949"
"3102","Lleida"," 2004_2º","2564"
"3103","Lleida"," 2004_3º","2111"
"3104","Lleida"," 2004_4º","2581"
"3105","Lleida"," 2005_1º","2029"
"3106","Lleida"," 2005_2º","2164"
"3107","Lleida"," 2005_3º","2234"
"3108","Lleida"," 2005_4º","2604"
"3109","Lleida"," 2006_1º","2596"
"3110","Lleida"," 2006_2º","2762"
"3111","Lleida"," 2006_3º","2621"
"3112","Lleida"," 2006_4º","3237"
"3113","Lleida"," 2007_1º","2467"
"3114","Lleida"," 2007_2º","2394"
"3115","Lleida"," 2007_3º","2053"
"3116","Lleida"," 2007_4º","2255"
"3117","Lleida"," 2008_1º","1641"
"3118","Lleida"," 2008_2º","1544"
"3119","Lleida"," 2008_3º","1061"
"3120","Lleida"," 2008_4º","1156"
"3121","Tarragona"," 2009_1º","1841"
"3122","Tarragona"," 2009_2º","2171"
"3123","Tarragona"," 2009_3º","2114"
"3124","Tarragona"," 2009_4º","2544"
"3125","Tarragona"," 2010_1º","1985"
"3126","Tarragona"," 2010_2º","2880"
"3127","Tarragona"," 2010_3º","1386"
"3128","Tarragona"," 2010_4º","2845"
"3129","Tarragona"," 2011_1º","1472"
"3130","Tarragona"," 2011_2º","1914"
"3131","Tarragona"," 2011_3º","1479"
"3132","Tarragona"," 2011_4º","2382"
"3133","Tarragona"," 2012_1º","1383"
"3134","Tarragona"," 2012_2º","1866"
"3135","Tarragona"," 2012_3º","1786"
"3136","Tarragona"," 2012_4º","2652"
"3137","Tarragona"," 2013_1º","1391"
"3138","Tarragona"," 2013_2º","2139"
"3139","Tarragona"," 2013_3º","1670"
"3140","Tarragona"," 2013_4º","2106"
"3141","Tarragona"," 2014_1º","1578"
"3142","Tarragona"," 2014_2º","2076"
"3143","Tarragona"," 2014_3º","1692"
"3144","Tarragona"," 2014_4º","2343"
"3145","Tarragona"," 2015_1º","1641"
"3146","Tarragona"," 2015_2º","2425"
"3147","Tarragona"," 2015_3º","2014"
"3148","Tarragona"," 2015_4º","2319"
"3149","Tarragona"," 2016_1º","1931"
"3150","Tarragona"," 2016_2º","2601"
"3151","Tarragona"," 2016_3º","2365"
"3152","Tarragona"," 2016_4º","3010"
"3153","Tarragona"," 2017_1º","2458"
"3154","Tarragona"," 2017_2º","3127"
"3155","Tarragona"," 2017_3º","2616"
"3156","Tarragona"," 2017_4º","3045"
"3157","Tarragona"," 2018_1º","2742"
"3158","Tarragona"," 2018_2º","3509"
"3159","Tarragona"," 2018_3º","2911"
"3160","Tarragona"," 2018_4º","3418"
"3161","Tarragona"," 2019_1º","2897"
"3162","Tarragona"," 2019_2º","3555"
"3163","Tarragona"," 2019_3º","2768"
"3164","Tarragona"," 2019_4º","3517"
"3165","Tarragona"," 2020_1º","2414"
"3166","Tarragona"," 2020_2º","1709"
"3167","Tarragona"," 2020_3º","3095"
"3168","Tarragona"," 2020_4º","3824"
"3169","Tarragona"," 2021_1º","3446"
"3170","Tarragona"," 2021_2º","4332"
"3171","Tarragona"," 2021_3º","4080"
"3172","Tarragona"," 2021_4º","4514"
"3173","Tarragona"," 2022_1º","3938"
"3174","Tarragona"," 2022_2º","4945"
"3175","Tarragona"," 2022_3º","4267"
"3176","Tarragona"," 2022_4º","4044"
"3177","Tarragona"," 2023_1º","3735"
"3178","Tarragona"," 2023_2 (**)","4327"
"3179","Tarragona"," 2004_1º","3527"
"3180","Tarragona"," 2004_2º","5338"
"3181","Tarragona"," 2004_3º","5120"
"3182","Tarragona"," 2004_4º","5586"
"3183","Tarragona"," 2005_1º","5943"
"3184","Tarragona"," 2005_2º","7202"
"3185","Tarragona"," 2005_3º","7087"
"3186","Tarragona"," 2005_4º","7753"
"3187","Tarragona"," 2006_1º","7268"
"3188","Tarragona"," 2006_2º","8246"
"3189","Tarragona"," 2006_3º","6897"
"3190","Tarragona"," 2006_4º","6903"
"3191","Tarragona"," 2007_1º","5427"
"3192","Tarragona"," 2007_2º","5846"
"3193","Tarragona"," 2007_3º","4392"
"3194","Tarragona"," 2007_4º","3906"
"3195","Tarragona"," 2008_1º","3115"
"3196","Tarragona"," 2008_2º","2753"
"3197","Tarragona"," 2008_3º","2130"
"3198","Tarragona"," 2008_4º","2005"
"3199","Comunitat Valenciana"," 2009_1º","13227"
"3200","Comunitat Valenciana"," 2009_2º","16001"
"3201","Comunitat Valenciana"," 2009_3º","14686"
"3202","Comunitat Valenciana"," 2009_4º","16619"
"3203","Comunitat Valenciana"," 2010_1º","13705"
"3204","Comunitat Valenciana"," 2010_2º","20613"
"3205","Comunitat Valenciana"," 2010_3º","11528"
"3206","Comunitat Valenciana"," 2010_4º","18959"
"3207","Comunitat Valenciana"," 2011_1º","10547"
"3208","Comunitat Valenciana"," 2011_2º","12561"
"3209","Comunitat Valenciana"," 2011_3º","11140"
"3210","Comunitat Valenciana"," 2011_4º","13430"
"3211","Comunitat Valenciana"," 2012_1º","10055"
"3212","Comunitat Valenciana"," 2012_2º","13374"
"3213","Comunitat Valenciana"," 2012_3º","12091"
"3214","Comunitat Valenciana"," 2012_4º","17860"
"3215","Comunitat Valenciana"," 2013_1º","8911"
"3216","Comunitat Valenciana"," 2013_2º","13780"
